9074341640,80.3,-184,0.1599999999999966,8331,750,10,750,10,109,750,200,208,179,647,48,500,6205,7789,208,179,500,1690,500
9074397257,80.29,126,0.030000000000001137,250,428,389,8331,10,10,109,750,200,208,126,48,30,500,6955,7789,438,409,230,730
9075038365,80.3,90,0.03999999999999204,650,28,389,8331,10,10,109,750,200,208,48,30,500,6955,7789,438,409,230,730,230
9075038426,80.26,-216,0.04999999999999716,400,224,28,389,8114,10,760,109,750,200,400,327,30,500,6205,750,387,7789,230,230
9075306907,80.32,44,0.03999999999999204,217,1071,465,8114,10,230,230,990,339,980,584,230,230,230,730,230,230,230,980,230
9079503762,80.32,5,0.029999999999986926,400,217,671,465,8114,10,230,230,990,339,70,447,230,230,730,230,230,230,980,230
9079514685,80.32,17,0.029999999999986926,400,217,671,465,8114,10,230,230,990,339,66,447,230,230,730,230,230,230,980,230
9079514732,80.32,70,0.029999999999986926,400,217,671,465,8114,10,230,230,990,339,49,447,230,230,730,230,230,230,980,230
9079515072,80.39,500,0.060000000000002274,940,230,540,1009,780,230,230,237,230,780,1223,447,230,523,550,230,980,230,230,780
9082168689,80.4,230,0.07000000000000739,940,230,540,1009,780,230,230,237,230,780,447,230,523,550,230,230,230,230,780,230
9082168741,80.43,-7,0.05000000000001137,630,847,230,530,501,830,537,540,1009,780,400,503,780,230,980,1179,230,230,230,230
9082190029,80.42,-230,0.03999999999999204,540,540,959,516,512,754,520,530,501,507,400,540,513,549,550,230,230,230,230,980
9084619907,80.5,60,0.04999999999999716,1344,514,991,660,274,506,520,512,508,520,601,230,230,230,230,230,1254,9319,780,230
9098855988,80.49,-126,0.04000000000000625,782,230,230,525,676,514,284,522,748,506,400,323,217,502,557,780,8569,780,230,704
9101586697,80.49,-164,0.060000000000002274,447,230,676,514,284,522,748,506,520,512,400,323,217,502,557,780,8569,949,230,704
9101686991,80.52,1846,0.03999999999999204,217,459,414,514,284,524,748,506,520,512,3441,400,553,557,780,8569,780,230,704,2030
9104248325,80.495,2500,0.04999999999999716,676,414,514,284,524,748,506,520,512,508,1595,230,273,230,557,780,8569,780,230,704
9104248350,80.52,2500,0.04999999999999716,676,414,514,284,524,748,506,520,512,508,1595,230,273,230,557,780,8569,780,230,704
9104248352,80.51,654,0.04999999999999716,676,414,514,284,524,748,506,520,512,508,941,230,273,230,557,780,8569,780,230,704
9104248361,80.54,76,0.030000000000001137,250,2305,735,543,414,514,284,522,748,506,616,556,530,10819,780,230,704,1280,1530,980
9116350653,80.57,111,0.04999999999999716,1390,541,512,1016,952,276,543,276,514,284,545,10519,230,230,230,1280,1530,1530,780,2470
9117424131,80.52,-5000,0.04999999999999716,617,323,801,578,512,1016,559,276,543,276,967,10581,230,230,1030,780,1530,780,2470,1230
9119659048,80.52,-18343,-0.020000000000010232,617,323,578,512,1016,559,276,543,276,514,4158,967,10581,230,230,1030,780,1530,780,2470
9119659080,80.515,3210,-0.020000000000010232,617,323,578,512,1016,559,276,543,276,514,3806,967,10581,230,230,1030,780,1530,780,2470
9119659082,80.52,4158,-0.020000000000010232,217,323,578,282,1016,559,276,543,276,514,3806,217,750,10811,230,230,1030,780,1530,780
9119659102,80.54,-480,0.04999999999999716,940,323,681,731,543,1021,559,949,543,276,967,10811,230,230,1030,780,1530,780,2470,1230
9121044255,80.54,-5000,0.04000000000000625,400,540,323,770,566,529,559,949,543,276,217,10581,230,230,1030,780,1530,780,2470,1230
9122675082,80.53,3185,-0.009999999999990905,400,540,323,770,566,529,559,949,543,276,4953,217,10581,230,230,1030,780,1530,780,2470
9122675108,80.52,-770,0.0,540,723,70,250,299,286,759,949,543,276,4953,217,10811,230,230,1030,780,1530,780,2470
9122675148,80.51,-638,0.0,540,723,299,286,759,949,543,276,514,1034,4953,217,10811,230,230,1030,780,1530,780,2470
9122675150,80.54,264,0.0,540,723,286,759,1239,543,514,1034,522,506,4953,217,10811,230,230,1030,780,1530,780,2470
9122677607,80.52,-576,-0.010000000000005116,323,323,400,217,200,272,559,314,514,1034,3050,4689,230,320,230,10811,949,230,230,1030
9122687021,80.51,-373,-0.010000000000005116,323,323,694,217,200,559,314,514,1034,522,3050,4689,230,10811,949,230,230,1030,780,1530
9122688032,80.51,-158,-0.010000000000005116,323,323,536,217,200,230,314,514,1034,522,3050,4689,230,10811,949,230,230,1030,780,1530
9122690661,80.51,-136,-0.010000000000005116,323,323,400,217,200,230,314,514,1034,522,3050,4689,230,10811,949,230,230,1030,780,1530
9122691380,80.53,125,-0.010000000000005116,323,323,425,400,217,200,230,314,514,1034,1543,5306,230,310,513,10811,949,230,230,1030
9122701960,80.52,-425,-0.010000000000005116,323,323,400,217,200,230,314,514,1034,522,1418,5306,230,310,513,10811,949,230,230,1030
9122701967,80.54,900,0.0,323,323,1829,440,873,718,279,513,314,514,5228,230,10811,1499,780,230,1030,780,1530,1530
9124820773,80.54,3500,0.0,323,323,1829,440,873,718,279,513,314,514,4328,230,10811,1499,780,230,1030,780,1530,1530
9124820782,80.54,900,0.0,323,323,1829,440,873,718,279,513,314,514,506,230,10811,1499,780,230,1030,780,1530,1530
9124820790,80.52,-151,0.03999999999999204,323,323,617,1140,523,718,279,513,314,514,2483,322,10811,552,515,1030,780,1530,1530,2470
9127528098,80.54,-806,0.060000000000002274,1357,200,421,279,513,314,514,284,522,949,400,4063,316,10519,787,552,515,1030,780,780
9136811340,80.54,-150,0.01999999999999602,531,400,1629,200,731,489,513,314,514,284,400,532,10519,237,552,515,1030,780,780,1530
9138329029,80.55,-806,0.04999999999999716,400,1349,200,421,489,513,314,514,284,522,400,1150,1032,327,10789,543,552,515,1030,780
9138553079,80.58,750,0.03999999999999204,1709,200,326,614,498,713,489,513,314,514,990,10519,237,552,1464,1030,780,780,780,2470
9172728812,80.6,1590,0.03999999999999204,556,778,276,716,326,497,498,713,489,513,10529,237,45,230,1030,530,780,780,2470,1230
9183306830,80.58,9448,0.03999999999999204,556,778,276,716,326,497,498,713,489,513,10379,237,45,230,1030,530,780,780,2470,1230
9183306850,80.6,9448,0.03999999999999204,556,778,276,716,326,497,498,713,489,513,3947,237,45,230,1030,530,780,780,2470,1230
9183306868,80.62,5057,0.05000000000001137,1984,846,286,505,600,716,326,497,498,713,254,500,440,698,780,2470,1230,1480,1530,904
9183564804,80.64,528,0.04999999999999716,2172,710,285,851,290,505,600,716,1275,497,771,210,129,230,2470,1230,1280,780,904,949
9217038693,80.65,238,0.04999999999999716,2172,710,285,851,290,505,600,716,1275,497,243,532,129,230,2470,1230,1280,780,904,949
9217038718,80.66,129,0.04999999999999716,2523,213,611,710,285,851,1239,505,600,716,674,1690,1230,1023,780,904,949,1280,650,1530
9224806782,80.68,58,0.04000000000000625,435,32,1873,1765,538,520,842,1234,851,290,1690,1223,500,230,654,949,1280,650,1530,1750
9224864764,80.66,1632,0.04000000000000625,435,32,1873,1765,538,520,842,1234,851,290,1632,1223,500,230,654,949,1280,650,1530,1750
9224864783,80.68,281,0.04000000000000625,435,32,1873,1765,538,520,842,1234,851,290,1632,1223,500,230,630,949,1280,650,1530,1750
9224885688,80.68,60,0.04000000000000625,1779,200,1873,1220,538,520,710,1234,851,290,1351,1223,500,354,949,1280,650,1530,2300,230
9225922274,80.68,308,0.04000000000000625,2062,200,1873,1220,538,501,710,1234,851,290,1548,1000,500,657,949,1280,650,1530,2300,230
9231096223,80.66,751,0.04000000000000625,2062,200,1873,1220,538,501,710,1234,851,290,1240,1000,500,657,949,1280,650,1530,2300,230
9231096243,80.68,60,0.04000000000000625,2062,529,2053,1220,538,501,710,1234,851,290,1562,1000,500,354,949,1280,650,1530,2300,230
9231098258,80.66,1107,0.04000000000000625,2062,529,2053,506,538,501,710,1234,851,290,1180,1000,500,354,949,1280,650,1530,2300,230
9231250527,80.68,184,0.04000000000000625,2062,529,2053,506,538,501,710,1234,851,290,957,1000,723,124,949,1280,650,1530,2300,230
9231263752,80.665,739,0.030000000000001137,700,2062,529,1173,506,538,501,710,1234,851,773,1223,500,124,949,1280,650,1530,2300,230
9231498303,80.65,-700,0.030000000000001137,623,1439,529,1173,506,538,501,710,1234,851,773,1223,500,124,949,1280,650,1530,2300,230
9231498334,80.64,-1646,0.030000000000001137,623,1404,529,1173,506,538,501,710,1234,851,773,1223,500,124,949,1280,650,1530,2300,230
9231498350,80.62,-7814,0.030000000000001137,623,322,703,506,538,501,710,1234,851,290,1173,1223,500,124,949,1280,650,1530,2300,230
9231498365,80.6,-4351,0.030000000000001137,223,322,325,501,710,1234,851,290,505,1074,1173,1223,500,440,949,1280,650,1530,2300,230
9231498423,80.6,-547,0.04000000000000625,322,102,501,710,285,851,290,505,1074,716,1809,1000,993,481,653,949,1280,650,1530,2300
9231504251,80.6,-538,0.04000000000000625,322,501,710,285,851,290,505,1074,716,326,2077,1000,993,481,653,949,1280,650,1530,2300
9231505483,80.59,-501,0.04000000000000625,322,301,710,285,851,290,505,1074,716,326,1809,1000,993,481,653,949,1280,650,1530,2300
9231505502,80.64,-1018,0.09000000000000341,322,285,851,290,505,324,716,326,1197,498,1722,1465,1306,993,481,653,949,1280,650,1530
9231511415,80.64,-91,0.09000000000000341,755,851,290,505,324,716,326,1197,498,713,1293,522,1465,1306,993,481,653,949,1280,650
9231516838,80.64,-769,0.04999999999999716,400,792,851,290,505,324,716,326,1197,498,400,893,798,1501,1306,993,481,653,949,1280
9231527971,80.61,472,0.04999999999999716,400,322,1057,290,505,324,716,326,497,498,945,883,798,1501,1306,993,481,653,949,1280
9232498819,80.59,-193,0.04999999999999716,1800,846,675,290,505,324,716,326,497,498,908,670,474,1501,1306,993,481,653,949,1280
9259223242,80.59,-855,0.04999999999999716,1710,846,675,290,505,324,716,326,497,498,908,670,474,1501,1306,993,481,653,949,1280
9259223260,80.58,-1463,0.04999999999999716,623,221,505,324,716,326,497,498,1463,200,1308,299,1178,474,1501,1306,993,481,653,949
9259223365,80.59,-738,0.060000000000002274,322,215,221,481,497,498,1463,200,980,949,1934,1349,1192,299,1178,474,1501,1306,993,481
9259235185,80.63,15,0.04000000000000625,434,537,227,458,632,200,221,498,713,200,400,912,863,299,1178,474,1501,1306,3493,481
9268913515,80.58,-39,0.04000000000000625,649,322,227,463,633,458,632,200,221,498,400,322,805,299,1178,474,1501,1306,3493,481
9272891415,80.55,-156,0.04000000000000625,34,537,44,227,458,632,200,221,498,713,400,950,866,299,1178,474,1501,1306,3493,481
9273262808,80.6,170,0.030000000000001137,400,712,34,633,670,505,714,498,713,200,322,442,802,903,1043,866,299,1178,474,1501
9299241068,80.62,60,0.030000000000001137,615,924,535,633,670,505,714,498,713,200,322,693,735,866,299,1178,474,1501,1306,4243
9299252395,80.61,32,0.04999999999999716,1317,299,717,676,670,505,741,498,713,200,870,539,802,889,459,1178,474,1467,1306,2993
9319699149,80.61,301,0.04999999999999716,1357,299,717,676,670,505,741,498,713,200,838,539,802,889,459,1178,474,1687,1306,2993
9319699192,80.62,113,0.04000000000000625,702,337,969,535,717,676,670,505,741,498,519,802,590,1178,474,1687,1306,2993,481,1403
9319715648,80.62,256,0.04000000000000625,702,337,969,535,717,676,670,505,741,498,463,802,590,1178,474,1687,1306,2993,481,1403
9319715667,80.62,60,0.020000000000010232,400,502,554,556,1289,535,717,676,670,505,14,370,1349,474,1687,1306,2993,481,1403,949
9319729089,80.64,100,0.04000000000000625,1283,554,848,834,967,535,717,676,670,505,980,889,419,1467,1306,2993,481,1403,949,2030
